kode_kabupaten_kota,nama_kabupaten_kota,jenis_kelamin,kategori_pekerjaan,jumlah_korban,tahun
3272,KOTA SUKABUMI,LAKI-LAKI,SWASTA/BURUH,0,2018
3272,KOTA SUKABUMI,LAKI-LAKI,TIDAK BEKERJA,9,2018
3272,KOTA SUKABUMI,PEREMPUAN,BEKERJA,0,2018
3272,KOTA SUKABUMI,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,1,2018
3272,KOTA SUKABUMI,PEREMPUAN,TIDAK DIKETAHUI,3,2018
3272,KOTA SUKABUMI,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2018
3272,KOTA SUKABUMI,PEREMPUAN,PELAJAR,1,2018
3272,KOTA SUKABUMI,PEREMPUAN,PNS/TNI/POLRI,0,2018
3272,KOTA SUKABUMI,PEREMPUAN,SWASTA/BURUH,3,2018
3272,KOTA SUKABUMI,PEREMPUAN,TIDAK BEKERJA,9,2018
3273,KOTA BANDUNG,LAKI-LAKI,BEKERJA,1,2018
3273,KOTA BANDUNG,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2018
3273,KOTA BANDUNG,LAKI-LAKI,TIDAK DIKETAHUI,0,2018
3273,KOTA BANDUNG,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2018
3273,KOTA BANDUNG,LAKI-LAKI,PELAJAR,7,2018
3273,KOTA BANDUNG,LAKI-LAKI,PNS/TNI/POLRI,0,2018
3273,KOTA BANDUNG,LAKI-LAKI,SWASTA/BURUH,0,2018
3273,KOTA BANDUNG,LAKI-LAKI,TIDAK BEKERJA,2,2018
3273,KOTA BANDUNG,PEREMPUAN,BEKERJA,7,2018
3273,KOTA BANDUNG,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,9,2018
3273,KOTA BANDUNG,PEREMPUAN,TIDAK DIKETAHUI,0,2018
3273,KOTA BANDUNG,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2018
3273,KOTA BANDUNG,PEREMPUAN,PELAJAR,14,2018
3273,KOTA BANDUNG,PEREMPUAN,PNS/TNI/POLRI,0,2018
3273,KOTA BANDUNG,PEREMPUAN,SWASTA/BURUH,0,2018
3273,KOTA BANDUNG,PEREMPUAN,TIDAK BEKERJA,5,2018
3274,KOTA CIREBON,LAKI-LAKI,BEKERJA,0,2018
3274,KOTA CIREBON,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2018
3274,KOTA CIREBON,LAKI-LAKI,TIDAK DIKETAHUI,0,2018
3274,KOTA CIREBON,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2018
3274,KOTA CIREBON,LAKI-LAKI,PELAJAR,8,2018
3274,KOTA CIREBON,LAKI-LAKI,PNS/TNI/POLRI,0,2018
3274,KOTA CIREBON,LAKI-LAKI,SWASTA/BURUH,0,2018
3274,KOTA CIREBON,LAKI-LAKI,TIDAK BEKERJA,0,2018
3274,KOTA CIREBON,PEREMPUAN,BEKERJA,0,2018
3274,KOTA CIREBON,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,0,2018
3274,KOTA CIREBON,PEREMPUAN,TIDAK DIKETAHUI,1,2018
3274,KOTA CIREBON,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2018
3274,KOTA CIREBON,PEREMPUAN,PELAJAR,0,2018
3274,KOTA CIREBON,PEREMPUAN,PNS/TNI/POLRI,0,2018
3274,KOTA CIREBON,PEREMPUAN,SWASTA/BURUH,0,2018
3274,KOTA CIREBON,PEREMPUAN,TIDAK BEKERJA,0,2018
3275,KOTA BEKASI,LAKI-LAKI,BEKERJA,0,2018
3275,KOTA BEKASI,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2018
3275,KOTA BEKASI,LAKI-LAKI,TIDAK DIKETAHUI,0,2018
3275,KOTA BEKASI,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2018
3275,KOTA BEKASI,LAKI-LAKI,PELAJAR,1,2018
3275,KOTA BEKASI,LAKI-LAKI,PNS/TNI/POLRI,0,2018
3275,KOTA BEKASI,LAKI-LAKI,SWASTA/BURUH,0,2018
3275,KOTA BEKASI,LAKI-LAKI,TIDAK BEKERJA,0,2018
3275,KOTA BEKASI,PEREMPUAN,BEKERJA,0,2018
3275,KOTA BEKASI,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,1,2018
3275,KOTA BEKASI,PEREMPUAN,TIDAK DIKETAHUI,4,2018
3275,KOTA BEKASI,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2018
3275,KOTA BEKASI,PEREMPUAN,PELAJAR,1,2018
3275,KOTA BEKASI,PEREMPUAN,PNS/TNI/POLRI,0,2018
3275,KOTA BEKASI,PEREMPUAN,SWASTA/BURUH,0,2018
3275,KOTA BEKASI,PEREMPUAN,TIDAK BEKERJA,0,2018
3276,KOTA DEPOK,LAKI-LAKI,BEKERJA,0,2018
3276,KOTA DEPOK,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2018
3276,KOTA DEPOK,LAKI-LAKI,TIDAK DIKETAHUI,3,2018
3276,KOTA DEPOK,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2018
3276,KOTA DEPOK,LAKI-LAKI,PELAJAR,2,2018
3276,KOTA DEPOK,LAKI-LAKI,PNS/TNI/POLRI,0,2018
3276,KOTA DEPOK,LAKI-LAKI,SWASTA/BURUH,0,2018
3276,KOTA DEPOK,LAKI-LAKI,TIDAK BEKERJA,0,2018
3276,KOTA DEPOK,PEREMPUAN,BEKERJA,0,2018
3276,KOTA DEPOK,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,2,2018
3276,KOTA DEPOK,PEREMPUAN,TIDAK DIKETAHUI,0,2018
3276,KOTA DEPOK,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2018
3276,KOTA DEPOK,PEREMPUAN,PELAJAR,3,2018
3276,KOTA DEPOK,PEREMPUAN,PNS/TNI/POLRI,0,2018
3276,KOTA DEPOK,PEREMPUAN,SWASTA/BURUH,1,2018
3276,KOTA DEPOK,PEREMPUAN,TIDAK BEKERJA,0,2018
3277,KOTA CIMAHI,LAKI-LAKI,BEKERJA,0,2018
3277,KOTA CIMAHI,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2018
3277,KOTA CIMAHI,LAKI-LAKI,TIDAK DIKETAHUI,0,2018
3277,KOTA CIMAHI,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2018
3277,KOTA CIMAHI,LAKI-LAKI,PELAJAR,4,2018
3277,KOTA CIMAHI,LAKI-LAKI,PNS/TNI/POLRI,0,2018
3277,KOTA CIMAHI,LAKI-LAKI,SWASTA/BURUH,0,2018
3277,KOTA CIMAHI,LAKI-LAKI,TIDAK BEKERJA,0,2018
3277,KOTA CIMAHI,PEREMPUAN,BEKERJA,1,2018
3277,KOTA CIMAHI,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,4,2018
3277,KOTA CIMAHI,PEREMPUAN,TIDAK DIKETAHUI,0,2018
3277,KOTA CIMAHI,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2018
3277,KOTA CIMAHI,PEREMPUAN,PELAJAR,6,2018
3277,KOTA CIMAHI,PEREMPUAN,PNS/TNI/POLRI,0,2018
3277,KOTA CIMAHI,PEREMPUAN,SWASTA/BURUH,0,2018
3277,KOTA CIMAHI,PEREMPUAN,TIDAK BEKERJA,1,2018
3278,KOTA TASIKMALAYA,LAKI-LAKI,BEKERJA,0,2018
3278,KOTA TASIKMALAYA,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2018
3278,KOTA TASIKMALAYA,LAKI-LAKI,TIDAK DIKETAHUI,1,2018
3278,KOTA TASIKMALAYA,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2018
3278,KOTA TASIKMALAYA,LAKI-LAKI,PELAJAR,1,2018
3278,KOTA TASIKMALAYA,LAKI-LAKI,PNS/TNI/POLRI,0,2018
3278,KOTA TASIKMALAYA,LAKI-LAKI,SWASTA/BURUH,0,2018
3278,KOTA TASIKMALAYA,LAKI-LAKI,TIDAK BEKERJA,0,2018
3278,KOTA TASIKMALAYA,PEREMPUAN,BEKERJA,1,2018
3278,KOTA TASIKMALAYA,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,0,2018
3278,KOTA TASIKMALAYA,PEREMPUAN,TIDAK DIKETAHUI,1,2018
3278,KOTA TASIKMALAYA,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2018
3278,KOTA TASIKMALAYA,PEREMPUAN,PELAJAR,6,2018
3278,KOTA TASIKMALAYA,PEREMPUAN,PNS/TNI/POLRI,0,2018
3278,KOTA TASIKMALAYA,PEREMPUAN,SWASTA/BURUH,0,2018
3278,KOTA TASIKMALAYA,PEREMPUAN,TIDAK BEKERJA,0,2018
3279,KOTA BANJAR,LAKI-LAKI,BEKERJA,0,2018
3279,KOTA BANJAR,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2018
3279,KOTA BANJAR,LAKI-LAKI,TIDAK DIKETAHUI,1,2018
3279,KOTA BANJAR,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2018
3279,KOTA BANJAR,LAKI-LAKI,PELAJAR,5,2018
3279,KOTA BANJAR,LAKI-LAKI,PNS/TNI/POLRI,0,2018
3279,KOTA BANJAR,LAKI-LAKI,SWASTA/BURUH,0,2018
3279,KOTA BANJAR,LAKI-LAKI,TIDAK BEKERJA,0,2018
3279,KOTA BANJAR,PEREMPUAN,BEKERJA,1,2018
3279,KOTA BANJAR,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,0,2018
3279,KOTA BANJAR,PEREMPUAN,TIDAK DIKETAHUI,1,2018
3279,KOTA BANJAR,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2018
3279,KOTA BANJAR,PEREMPUAN,PELAJAR,7,2018
3279,KOTA BANJAR,PEREMPUAN,PNS/TNI/POLRI,0,2018
3279,KOTA BANJAR,PEREMPUAN,SWASTA/BURUH,0,2018
3279,KOTA BANJAR,PEREMPUAN,TIDAK BEKERJA,0,2018
3201,KABUPATEN BOGOR,LAKI-LAKI,BEKERJA,0,2019
3201,KABUPATEN BOGOR,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3201,KABUPATEN BOGOR,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3201,KABUPATEN BOGOR,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3201,KABUPATEN BOGOR,LAKI-LAKI,PELAJAR,0,2019
3201,KABUPATEN BOGOR,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3201,KABUPATEN BOGOR,LAKI-LAKI,SWASTA/BURUH,0,2019
3201,KABUPATEN BOGOR,LAKI-LAKI,TIDAK BEKERJA,1,2019
3201,KABUPATEN BOGOR,PEREMPUAN,BEKERJA,0,2019
3201,KABUPATEN BOGOR,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,4,2019
3201,KABUPATEN BOGOR,PEREMPUAN,TIDAK DIKETAHUI,5,2019
3201,KABUPATEN BOGOR,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3201,KABUPATEN BOGOR,PEREMPUAN,PELAJAR,1,2019
3201,KABUPATEN BOGOR,PEREMPUAN,PNS/TNI/POLRI,0,2019
3201,KABUPATEN BOGOR,PEREMPUAN,SWASTA/BURUH,0,2019
3201,KABUPATEN BOGOR,PEREMPUAN,TIDAK BEKERJA,3,2019
3202,KABUPATEN SUKABUMI,LAKI-LAKI,BEKERJA,0,2019
3202,KABUPATEN SUKABUMI,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3202,KABUPATEN SUKABUMI,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3202,KABUPATEN SUKABUMI,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3202,KABUPATEN SUKABUMI,LAKI-LAKI,PELAJAR,20,2019
3202,KABUPATEN SUKABUMI,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3202,KABUPATEN SUKABUMI,LAKI-LAKI,SWASTA/BURUH,0,2019
3202,KABUPATEN SUKABUMI,LAKI-LAKI,TIDAK BEKERJA,1,2019
3202,KABUPATEN SUKABUMI,PEREMPUAN,BEKERJA,16,2019
3202,KABUPATEN SUKABUMI,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,16,2019
3202,KABUPATEN SUKABUMI,PEREMPUAN,TIDAK DIKETAHUI,12,2019
3202,KABUPATEN SUKABUMI,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3202,KABUPATEN SUKABUMI,PEREMPUAN,PELAJAR,61,2019
3202,KABUPATEN SUKABUMI,PEREMPUAN,PNS/TNI/POLRI,1,2019
3202,KABUPATEN SUKABUMI,PEREMPUAN,SWASTA/BURUH,0,2019
3202,KABUPATEN SUKABUMI,PEREMPUAN,TIDAK BEKERJA,11,2019
3203,KABUPATEN CIANJUR,LAKI-LAKI,BEKERJA,0,2019
3203,KABUPATEN CIANJUR,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3203,KABUPATEN CIANJUR,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3203,KABUPATEN CIANJUR,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3203,KABUPATEN CIANJUR,LAKI-LAKI,PELAJAR,0,2019
3203,KABUPATEN CIANJUR,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3203,KABUPATEN CIANJUR,LAKI-LAKI,SWASTA/BURUH,0,2019
3203,KABUPATEN CIANJUR,LAKI-LAKI,TIDAK BEKERJA,0,2019
3203,KABUPATEN CIANJUR,PEREMPUAN,BEKERJA,1,2019
3203,KABUPATEN CIANJUR,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,0,2019
3203,KABUPATEN CIANJUR,PEREMPUAN,TIDAK DIKETAHUI,0,2019
3203,KABUPATEN CIANJUR,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3203,KABUPATEN CIANJUR,PEREMPUAN,PELAJAR,2,2019
3203,KABUPATEN CIANJUR,PEREMPUAN,PNS/TNI/POLRI,0,2019
3203,KABUPATEN CIANJUR,PEREMPUAN,SWASTA/BURUH,0,2019
3203,KABUPATEN CIANJUR,PEREMPUAN,TIDAK BEKERJA,0,2019
3204,KABUPATEN BANDUNG,LAKI-LAKI,BEKERJA,0,2019
3204,KABUPATEN BANDUNG,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3204,KABUPATEN BANDUNG,LAKI-LAKI,TIDAK DIKETAHUI,1,2019
3204,KABUPATEN BANDUNG,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3204,KABUPATEN BANDUNG,LAKI-LAKI,PELAJAR,28,2019
3204,KABUPATEN BANDUNG,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3204,KABUPATEN BANDUNG,LAKI-LAKI,SWASTA/BURUH,0,2019
3204,KABUPATEN BANDUNG,LAKI-LAKI,TIDAK BEKERJA,4,2019
3204,KABUPATEN BANDUNG,PEREMPUAN,BEKERJA,7,2019
3204,KABUPATEN BANDUNG,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,7,2019
3204,KABUPATEN BANDUNG,PEREMPUAN,TIDAK DIKETAHUI,3,2019
3204,KABUPATEN BANDUNG,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3204,KABUPATEN BANDUNG,PEREMPUAN,PELAJAR,33,2019
3204,KABUPATEN BANDUNG,PEREMPUAN,PNS/TNI/POLRI,0,2019
3204,KABUPATEN BANDUNG,PEREMPUAN,SWASTA/BURUH,1,2019
3204,KABUPATEN BANDUNG,PEREMPUAN,TIDAK BEKERJA,12,2019
3205,KABUPATEN GARUT,LAKI-LAKI,BEKERJA,0,2019
3205,KABUPATEN GARUT,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3205,KABUPATEN GARUT,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3205,KABUPATEN GARUT,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3205,KABUPATEN GARUT,LAKI-LAKI,PELAJAR,1,2019
3205,KABUPATEN GARUT,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3205,KABUPATEN GARUT,LAKI-LAKI,SWASTA/BURUH,0,2019
3205,KABUPATEN GARUT,LAKI-LAKI,TIDAK BEKERJA,0,2019
3205,KABUPATEN GARUT,PEREMPUAN,BEKERJA,1,2019
3205,KABUPATEN GARUT,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,3,2019
3205,KABUPATEN GARUT,PEREMPUAN,TIDAK DIKETAHUI,1,2019
3205,KABUPATEN GARUT,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3205,KABUPATEN GARUT,PEREMPUAN,PELAJAR,5,2019
3205,KABUPATEN GARUT,PEREMPUAN,PNS/TNI/POLRI,0,2019
3205,KABUPATEN GARUT,PEREMPUAN,SWASTA/BURUH,0,2019
3205,KABUPATEN GARUT,PEREMPUAN,TIDAK BEKERJA,1,2019
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,BEKERJA,0,2019
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,PELAJAR,2,2019
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,SWASTA/BURUH,0,2019
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,TIDAK BEKERJA,0,2019
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,BEKERJA,0,2019
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,0,2019
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,TIDAK DIKETAHUI,0,2019
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,PELAJAR,2,2019
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,PNS/TNI/POLRI,0,2019
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,SWASTA/BURUH,0,2019
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,TIDAK BEKERJA,0,2019
3207,KABUPATEN CIAMIS,LAKI-LAKI,BEKERJA,0,2019
3207,KABUPATEN CIAMIS,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3207,KABUPATEN CIAMIS,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3207,KABUPATEN CIAMIS,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3207,KABUPATEN CIAMIS,LAKI-LAKI,PELAJAR,2,2019
3207,KABUPATEN CIAMIS,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3207,KABUPATEN CIAMIS,LAKI-LAKI,SWASTA/BURUH,0,2019
3207,KABUPATEN CIAMIS,LAKI-LAKI,TIDAK BEKERJA,1,2019
3207,KABUPATEN CIAMIS,PEREMPUAN,BEKERJA,0,2019
3207,KABUPATEN CIAMIS,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,1,2019
3207,KABUPATEN CIAMIS,PEREMPUAN,TIDAK DIKETAHUI,1,2019
3207,KABUPATEN CIAMIS,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3207,KABUPATEN CIAMIS,PEREMPUAN,PELAJAR,0,2019
3207,KABUPATEN CIAMIS,PEREMPUAN,PNS/TNI/POLRI,0,2019
3207,KABUPATEN CIAMIS,PEREMPUAN,SWASTA/BURUH,0,2019
3207,KABUPATEN CIAMIS,PEREMPUAN,TIDAK BEKERJA,1,2019
3208,KABUPATEN KUNINGAN,LAKI-LAKI,BEKERJA,0,2019
3208,KABUPATEN KUNINGAN,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3208,KABUPATEN KUNINGAN,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3208,KABUPATEN KUNINGAN,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3208,KABUPATEN KUNINGAN,LAKI-LAKI,PELAJAR,2,2019
3208,KABUPATEN KUNINGAN,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3208,KABUPATEN KUNINGAN,LAKI-LAKI,SWASTA/BURUH,0,2019
3208,KABUPATEN KUNINGAN,LAKI-LAKI,TIDAK BEKERJA,0,2019
3208,KABUPATEN KUNINGAN,PEREMPUAN,BEKERJA,0,2019
3208,KABUPATEN KUNINGAN,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,1,2019
3208,KABUPATEN KUNINGAN,PEREMPUAN,TIDAK DIKETAHUI,0,2019
3208,KABUPATEN KUNINGAN,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3208,KABUPATEN KUNINGAN,PEREMPUAN,PELAJAR,0,2019
3208,KABUPATEN KUNINGAN,PEREMPUAN,PNS/TNI/POLRI,0,2019
3208,KABUPATEN KUNINGAN,PEREMPUAN,SWASTA/BURUH,0,2019
3208,KABUPATEN KUNINGAN,PEREMPUAN,TIDAK BEKERJA,0,2019
3209,KABUPATEN CIREBON,LAKI-LAKI,BEKERJA,0,2019
3209,KABUPATEN CIREBON,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3209,KABUPATEN CIREBON,LAKI-LAKI,TIDAK DIKETAHUI,5,2019
3209,KABUPATEN CIREBON,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3209,KABUPATEN CIREBON,LAKI-LAKI,PELAJAR,32,2019
3209,KABUPATEN CIREBON,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3209,KABUPATEN CIREBON,LAKI-LAKI,SWASTA/BURUH,0,2019
3209,KABUPATEN CIREBON,LAKI-LAKI,TIDAK BEKERJA,0,2019
3209,KABUPATEN CIREBON,PEREMPUAN,BEKERJA,3,2019
3209,KABUPATEN CIREBON,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,19,2019
3209,KABUPATEN CIREBON,PEREMPUAN,TIDAK DIKETAHUI,16,2019
3209,KABUPATEN CIREBON,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3209,KABUPATEN CIREBON,PEREMPUAN,PELAJAR,17,2019
3209,KABUPATEN CIREBON,PEREMPUAN,PNS/TNI/POLRI,0,2019
3209,KABUPATEN CIREBON,PEREMPUAN,SWASTA/BURUH,5,2019
3209,KABUPATEN CIREBON,PEREMPUAN,TIDAK BEKERJA,3,2019
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,BEKERJA,0,2019
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,PELAJAR,5,2019
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,SWASTA/BURUH,0,2019
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,TIDAK BEKERJA,0,2019
3210,KABUPATEN MAJALENGKA,PEREMPUAN,BEKERJA,0,2019
3210,KABUPATEN MAJALENGKA,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,1,2019
3210,KABUPATEN MAJALENGKA,PEREMPUAN,TIDAK DIKETAHUI,0,2019
3210,KABUPATEN MAJALENGKA,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3210,KABUPATEN MAJALENGKA,PEREMPUAN,PELAJAR,9,2019
3210,KABUPATEN MAJALENGKA,PEREMPUAN,PNS/TNI/POLRI,0,2019
3210,KABUPATEN MAJALENGKA,PEREMPUAN,SWASTA/BURUH,0,2019
3210,KABUPATEN MAJALENGKA,PEREMPUAN,TIDAK BEKERJA,1,2019
3211,KABUPATEN SUMEDANG,LAKI-LAKI,BEKERJA,0,2019
3211,KABUPATEN SUMEDANG,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3211,KABUPATEN SUMEDANG,LAKI-LAKI,TIDAK DIKETAHUI,1,2019
3211,KABUPATEN SUMEDANG,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3211,KABUPATEN SUMEDANG,LAKI-LAKI,PELAJAR,0,2019
3211,KABUPATEN SUMEDANG,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3211,KABUPATEN SUMEDANG,LAKI-LAKI,SWASTA/BURUH,0,2019
3211,KABUPATEN SUMEDANG,LAKI-LAKI,TIDAK BEKERJA,0,2019
3211,KABUPATEN SUMEDANG,PEREMPUAN,BEKERJA,0,2019
3211,KABUPATEN SUMEDANG,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,0,2019
3211,KABUPATEN SUMEDANG,PEREMPUAN,TIDAK DIKETAHUI,11,2019
3211,KABUPATEN SUMEDANG,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3211,KABUPATEN SUMEDANG,PEREMPUAN,PELAJAR,4,2019
3211,KABUPATEN SUMEDANG,PEREMPUAN,PNS/TNI/POLRI,0,2019
3211,KABUPATEN SUMEDANG,PEREMPUAN,SWASTA/BURUH,0,2019
3211,KABUPATEN SUMEDANG,PEREMPUAN,TIDAK BEKERJA,0,2019
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,BEKERJA,0,2019
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,PELAJAR,1,2019
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,PNS/TNI/POLRI,0,2019
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,SWASTA/BURUH,0,2019
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,TIDAK BEKERJA,6,2019
3212,KABUPATEN INDRAMAYU,PEREMPUAN,BEKERJA,0,2019
3212,KABUPATEN INDRAMAYU,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,0,2019
3212,KABUPATEN INDRAMAYU,PEREMPUAN,TIDAK DIKETAHUI,0,2019
3212,KABUPATEN INDRAMAYU,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2019
3212,KABUPATEN INDRAMAYU,PEREMPUAN,PELAJAR,2,2019
3212,KABUPATEN INDRAMAYU,PEREMPUAN,PNS/TNI/POLRI,0,2019
3212,KABUPATEN INDRAMAYU,PEREMPUAN,SWASTA/BURUH,2,2019
3212,KABUPATEN INDRAMAYU,PEREMPUAN,TIDAK BEKERJA,17,2019
3213,KABUPATEN SUBANG,LAKI-LAKI,BEKERJA,0,2019
3213,KABUPATEN SUBANG,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2019
3213,KABUPATEN SUBANG,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3213,KABUPATEN SUBANG,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2019
3213,KABUPATEN SUBANG,LAKI-LAKI,PELAJAR,1,2019
3213,KABUPATEN SUBANG,LAKI-LAKI,PNS/TNI/POLRI,0,2019
